property_id,address,neighbourhood,ward,assessed_value,garage,latitude,longitude,lot_size_sf,total_living_area_sf,year_built,land_value,improvement_value,bedrooms,bathrooms,basement,property_type,property_use,building_age,price_per_sqft,land_to_building_ratio,annual_tax
10000518,"17404 89 STREET NW Edmonton, AB",KLARVATTEN,tastawiyiniwak Ward,379500,Y,53.63568361,-113.4771739,327.798,122.9,2003,132825,246675,3,2,None,Single Family Home,Residential,22,3087.876322,2.66719284,4554
10000519,"17338 89 STREET NW Edmonton, AB",KLARVATTEN,tastawiyiniwak Ward,403000,Y,53.63560172,-113.477174,327.804,132.4,2004,141050,261950,4,2,Partially Finished,Condominium,Residential,21,3043.806647,2.475861027,4836
10000520,"17334 89 STREET NW Edmonton, AB",KLARVATTEN,tastawiyiniwak Ward,399500,Y,53.63551984,-113.477174,327.809,132.8,2004,139825,259675,3,2,None,Single Family Home,Owner Occupied,21,3008.283133,2.468441265,4794
10000521,"17330 89 STREET NW Edmonton, AB",KLARVATTEN,tastawiyiniwak Ward,401500,Y,53.63543796,-113.4771741,327.814,134.5,2004,140525,260975,4,2,Finished,Single Family Home,Owner Occupied,21,2985.130112,2.43727881,4818
10000522,"17326 89 STREET NW Edmonton, AB",KLARVATTEN,tastawiyiniwak Ward,388500,Y,53.63535609,-113.4771742,327.82,134.6,2003,135975,252525,3,2,None,Condominium,Residential,22,2886.329866,2.43551263,4662
10000523,"17322 89 STREET NW Edmonton, AB",KLARVATTEN,tastawiyiniwak Ward,391000,Y,53.63527422,-113.4771742,327.825,132.8,2004,136850,254150,3,2,Unfinished,Single Family Home,Residential,21,2944.277108,2.468561747,4692
10000524,"17318 89 STREET NW Edmonton, AB",KLARVATTEN,tastawiyiniwak Ward,407500,Y,53.63518962,-113.4771743,349.782,135.5,2004,142625,264875,4,2,Partially Finished,Townhouse,Residential,21,3007.380074,2.581416974,4890
10000525,"17314 89 STREET NW Edmonton, AB",KLARVATTEN,tastawiyiniwak Ward,386000,Y,53.63509946,-113.4771744,354.873,129.6,2003,135100,250900,3,2,Unfinished,Townhouse,Residential,22,2978.395062,2.738217593,4632
10000526,"17363 90 STREET NW Edmonton, AB",KLARVATTEN,tastawiyiniwak Ward,386000,Y,53.63616422,-113.4778328,329.242,129.6,2003,135100,250900,3,2,Partially Finished,Single Family Home,Owner Occupied,22,2978.395062,2.540447531,4632
10000533,"1875 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,454000,Y,53.45087706,-113.5780827,368.7,135.6,2002,158900,295100,4,2.5,Finished,Single Family Home,Residential,23,3348.082596,2.719026549,5448
10000534,"1873 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,448000,Y,53.45080151,-113.5779904,368.91,133.6,2003,156800,291200,4,2,Partially Finished,Single Family Home,Owner Occupied,22,3353.293413,2.761302395,5376
10000535,"1871 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,441500,Y,53.45072388,-113.5779008,377.52,133.8,2002,154525,286975,4,2,Finished,Single Family Home,Residential,23,3299.701046,2.821524664,5298
10000536,"1869 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,424500,Y,53.45064167,-113.5778193,370.351,134.7,2003,148575,275925,4,2,Finished,Single Family Home,Residential,22,3151.447661,2.749450631,5094
10000537,"1867 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,440500,Y,53.45055885,-113.5777433,372.369,132.1,2003,154175,286325,4,2,Partially Finished,Condominium,Residential,22,3334.595004,2.818841787,5286
10000538,"1865 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,444000,Y,53.45047352,-113.5776731,374.894,133.8,2003,155400,288600,4,2,Partially Finished,Row Housing,Residential,22,3318.38565,2.801898356,5328
10000539,"1863 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,454000,Y,53.45039725,-113.5776124,406.709,132.1,2003,158900,295100,4,2.5,Partially Finished,Single Family Home,Residential,22,3436.79031,3.078796366,5448
10000540,"2328 TAYLOR CLOSE NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,543000,Y,53.45114156,-113.5776476,502.259,162.7,2002,190050,352950,4,2.5,None,Single Family Home,Owner Occupied,23,3337.430854,3.0870252,6516
10000541,"2330 TAYLOR CLOSE NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,541000,Y,53.45124237,-113.5777283,596.528,117.1,2003,189350,351650,4,2.5,Finished,Single Family Home,Residential,22,4619.982921,5.094175918,6492
10000542,"2332 TAYLOR CLOSE NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,582000,Y,53.45135511,-113.5777317,545.562,136.9,2003,203700,378300,4,2.5,Partially Finished,Single Family Home,Residential,22,4251.278305,3.985113221,6984
10000543,"2334 TAYLOR CLOSE NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,550000,Y,53.45147478,-113.5777084,472.045,173.4,2002,192500,357500,4,2.5,Unfinished,Single Family Home,Residential,23,3171.856978,2.722289504,6600
10000544,"2336 TAYLOR CLOSE NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,624500,Y,53.45158143,-113.5776905,469.896,226.6,2003,218575,405925,5,3,Finished,Single Family Home,Owner Occupied,22,2755.957635,2.073680494,7494
10000545,"2338 TAYLOR CLOSE NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,599500,Y,53.45172559,-113.5776772,520.956,189.1,2003,209825,389675,4,2.5,Partially Finished,Single Family Home,Owner Occupied,22,3170.280275,2.754923321,7194
10000546,"2340 TAYLOR CLOSE NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,604500,Y,53.45189954,-113.5776356,656.495,146.5,2003,211575,392925,5,3,Walkout,Condominium,Investment Property,22,4126.279863,4.481194539,7254
10000547,"2342 TAYLOR CLOSE NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,633500,Y,53.45202738,-113.5775622,1149.119,175.4,2003,221725,411775,5,3,Partially Finished,Condominium,Owner Occupied,22,3611.744584,6.551419612,7602
10000548,"1828 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,440500,Y,53.44828247,-113.578326,412.944,131.1,2003,154175,286325,4,2,Unfinished,Condominium,Residential,22,3360.030511,3.149839817,5286
10000549,"1830 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,472500,Y,53.44838369,-113.5783264,398.167,144.9,2005,165375,307125,4,2.5,Finished,Condominium,Residential,20,3260.869565,2.747874396,5670
10000550,"1832 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,506500,Y,53.44848252,-113.5783267,398.171,175.6,2005,177275,329225,4,2.5,Partially Finished,Single Family Home,Residential,20,2884.396355,2.26748861,6078
10000551,"1834 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,441000,Y,53.44857865,-113.5783271,376.455,97.7,2005,154350,286650,4,2,Finished,Single Family Home,Rental Property,20,4513.81781,3.853172979,5292
10000552,"1836 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,449000,Y,53.44867478,-113.5783274,398.176,145.1,2005,157150,291850,4,2,Partially Finished,Single Family Home,Residential,20,3094.417643,2.744148863,5388
10000553,"1838 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,496500,Y,53.44877361,-113.5783278,398.18,175.5,2005,173775,322725,4,2.5,Finished,Condominium,Owner Occupied,20,2829.059829,2.268831909,5958
10000554,"1840 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,450500,Y,53.44886974,-113.5783281,376.464,135.2,2003,157675,292825,4,2.5,Finished,Single Family Home,Residential,22,3332.100592,2.784497041,5406
10000555,"1842 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,470000,Y,53.44896587,-113.5783285,398.186,144.7,2005,164500,305500,4,2.5,Finished,Single Family Home,Residential,20,3248.099516,2.751803732,5640
10000556,"1844 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,489000,Y,53.4490647,-113.5783289,398.189,145.7,2005,171150,317850,4,2.5,Partially Finished,Single Family Home,Residential,20,3356.211393,2.732937543,5868
10000557,"1846 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,467500,Y,53.44916083,-113.5783292,376.472,151.1,2004,163625,303875,4,2.5,Finished,Single Family Home,Residential,21,3093.977498,2.491542025,5610
10000558,"1848 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,545500,Y,53.44925696,-113.5783296,398.195,184.8,2007,190925,354575,4,2.5,Partially Finished,Single Family Home,Residential,18,2951.839827,2.154734848,6546
10000559,"1850 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,534500,Y,53.44935578,-113.5783299,398.198,181,2004,187075,347425,4,2.5,Partially Finished,Duplex,Residential,21,2953.038674,2.19998895,6414
10000560,"1852 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,494500,Y,53.44945461,-113.5783303,398.202,151.7,2005,173075,321425,4,2.5,Finished,Single Family Home,Rental Property,20,3259.723138,2.624930784,5934
10000561,"1854 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,531500,Y,53.44955507,-113.5783307,401.555,179.2,2004,186025,345475,4,2.5,None,Duplex,Residential,21,2965.959821,2.240820313,6378
10000562,"1856 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,459500,Y,53.44966017,-113.5783311,410.113,128.6,2004,160825,298675,4,2.5,Unfinished,Single Family Home,Residential,21,3573.094868,3.189059098,5514
10000563,"1858 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,458000,Y,53.44975914,-113.5783361,380.168,147.3,2002,160300,297700,4,2.5,Partially Finished,Condominium,Residential,23,3109.300747,2.580909708,5496
10000564,"1860 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,513500,Y,53.44985565,-113.5783595,371.079,175.3,2002,179725,333775,4,2.5,Finished,Row Housing,Residential,23,2929.264119,2.11682259,6162
10000565,"1862 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,436500,Y,53.44995061,-113.5783989,379.003,135.2,2002,152775,283725,4,2,Partially Finished,Row Housing,Owner Occupied,23,3228.550296,2.803276627,5238
10000566,"1864 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,468500,Y,53.4500431,-113.5784436,384.012,155.2,2002,163975,304525,4,2.5,None,Single Family Home,Residential,23,3018.685567,2.474304124,5622
10000567,"1866 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,516000,Y,53.45013988,-113.5784965,426.936,179.3,2006,180600,335400,4,2.5,Unfinished,Single Family Home,Investment Property,19,2877.858338,2.381126603,6192
10000568,"1868 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,480500,Y,53.4502371,-113.5785578,396.272,158,2003,168175,312325,4,2.5,Partially Finished,Condominium,Residential,22,3041.139241,2.508050633,5766
10000569,"1870 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,476500,Y,53.45033335,-113.5786454,415.926,165.1,2003,166775,309725,4,2.5,Partially Finished,Single Family Home,Residential,22,2886.129618,2.519236826,5718
10000570,"1872 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,538500,Y,53.45042344,-113.5787433,428.238,173.8,2002,188475,350025,4,2.5,Finished,Row Housing,Residential,23,3098.388953,2.463970081,6462
10000571,"1874 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,486500,Y,53.4505118,-113.5788552,514.198,150,2002,170275,316225,4,2.5,Finished,Condominium,Residential,23,3243.333333,3.427986667,5838
10000572,"1804 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,536000,Y,53.4469255,-113.578321,399.021,176.6,2005,187600,348400,4,2.5,Partially Finished,Single Family Home,Owner Occupied,20,3035.107588,2.259462061,6432
10000573,"1806 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,514000,Y,53.44702648,-113.5783214,397.039,181.9,2005,179900,334100,4,2.5,Partially Finished,Single Family Home,Residential,20,2825.728422,2.18273227,6168
10000574,"1808 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,411500,N,53.44712504,-113.5783217,397.042,128.6,2006,144025,267475,4,2,Partially Finished,Single Family Home,Rental Property,19,3199.844479,3.087418351,4938
10000575,"1810 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,615500,Y,53.44722629,-113.5783221,418.761,226.3,2010,215425,400075,5,3,Partially Finished,Row Housing,Owner Occupied,15,2719.840919,1.850468405,7386
10000576,"1812 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,470500,Y,53.44732755,-113.5783225,397.048,156.4,2005,164675,305825,4,2.5,Unfinished,Single Family Home,Residential,20,3008.31202,2.538670077,5646
10000577,"1814 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,520000,Y,53.4474261,-113.5783228,397.053,179,2005,182000,338000,4,2.5,Partially Finished,Condominium,Residential,20,2905.027933,2.218173184,6240
10000578,"1816 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,584000,Y,53.44752736,-113.5783232,418.77,187.9,2005,204400,379600,4,2.5,Finished,Single Family Home,Residential,20,3108.036189,2.228685471,7008
10000579,"1818 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,517000,Y,53.44762861,-113.5783236,397.058,177.9,2005,180950,336050,4,2.5,Partially Finished,Duplex,Residential,20,2906.127038,2.231916807,6204
10000580,"1820 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,486500,Y,53.44772717,-113.578324,397.061,147,2005,170275,316225,4,2.5,Unfinished,Townhouse,Rental Property,20,3309.52381,2.701095238,5838
10000581,"1822 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,532000,Y,53.44782572,-113.5783243,397.064,173.1,2007,186200,345800,4,2.5,Partially Finished,Condominium,Residential,18,3073.367995,2.29384171,6384
10000582,"1824 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,508500,Y,53.44792706,-113.5783247,419.472,179.3,2006,177975,330525,4,2.5,Finished,Single Family Home,Residential,19,2836.029002,2.339498048,6102
10000583,"1826 TOWNE CENTRE BOULEVARD NW Edmonton, AB",TERWILLEGAR TOWNE,pihêsiwin Ward,483500,Y,53.44803075,-113.5783251,411.743,148.6,2005,169225,314275,4,2.5,Unfinished,Single Family Home,Residential,20,3253.701211,2.770814266,5802
10000586,"4814 123 AVENUE NW Edmonton, AB",BERGMAN,Métis Ward,344500,Y,53.57857858,-113.4163353,301.799,136.5,2002,120575,223925,3,1.5,Partially Finished,Single Family Home,Residential,23,2523.809524,2.210981685,4134
10000587,"4810 123 AVENUE NW Edmonton, AB",BERGMAN,Métis Ward,344500,Y,53.57857862,-113.4161928,302.268,136.5,2002,120575,223925,3,1.5,None,Single Family Home,Residential,23,2523.809524,2.214417582,4134
10000589,"234 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,780500,Y,53.46065641,-113.5624301,713.172,273.8,2004,273175,507325,5,3,Walkout,Custom Built Home,Residential,21,2850.620891,2.604718773,9366
10000590,"236 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,885000,Y,53.46069789,-113.5621825,634.411,282.1,2008,309750,575250,5,3.5,Partially Finished,Single Family Home,Residential,17,3137.185395,2.24888692,10620
10000591,"238 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,702000,Y,53.46070333,-113.5619272,556.241,232.4,2006,245700,456300,5,3,Fully Finished,Single Family Home,Residential,19,3020.654045,2.393463855,8424
10000592,"240 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,1033500,Y,53.46070321,-113.5617118,511.764,318.3,2017,361725,671775,5,3.5,Fully Finished,Single Family Home,Residential,8,3246.936852,1.607803959,12402
10000593,"242 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,864500,Y,53.4607031,-113.561519,511.766,300,2005,302575,561925,5,3.5,Walkout,Single Family Home,Owner Occupied,20,2881.666667,1.705886667,10374
10000594,"244 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,847500,Y,53.46070299,-113.5613263,511.769,277.6,2009,296625,550875,5,3.5,Fully Finished,Executive Home,Owner Occupied,16,3052.95389,1.843548271,10170
10000595,"246 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,644500,Y,53.46070288,-113.5611336,511.771,228.5,2005,225575,418925,5,3,Walkout,Duplex,Residential,20,2820.568928,2.239698031,7734
10000596,"248 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,873500,Y,53.46070277,-113.5609409,511.774,339.5,2005,305725,567775,5,3.5,Walkout,Estate Property,Owner Occupied,20,2572.901325,1.507434462,10482
10000597,"250 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,846000,Y,53.46070266,-113.5607482,511.775,296.7,2004,296100,549900,5,3.5,Walkout,Custom Built Home,Residential,21,2851.365015,1.724890462,10152
10000598,"252 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,724000,Y,53.46070255,-113.5605555,511.778,191.9,2004,253400,470600,5,3,Walkout,Single Family Home,Investment Property,21,3772.798332,2.666899427,8688
10000599,"254 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,687000,Y,53.46070244,-113.5603674,487.791,220.2,2006,240450,446550,5,3,Finished,Townhouse,Residential,19,3119.891008,2.215217984,8244
10000600,"256 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,683000,Y,53.46070234,-113.5601837,487.793,228.6,2006,239050,443950,5,3,Fully Finished,Single Family Home,Owner Occupied,19,2987.751531,2.133827647,8196
10000601,"258 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,609500,Y,53.46070223,-113.56,487.794,136.8,2004,213325,396175,5,3,Walkout,Single Family Home,Residential,21,4455.409357,3.565745614,7314
10000602,"260 HILLIARD GREEN NW Edmonton, AB",HODGSON,pihêsiwin Ward,601500,Y,53.46070214,-113.5597937,554.491,185.2,2004,210525,390975,5,3,Finished,Condominium,Rental Property,21,3247.840173,2.994011879,7218
10000603,"464 HODGSON BOULEVARD NW Edmonton, AB",HODGSON,pihêsiwin Ward,634000,Y,53.46099945,-113.5599608,446.037,204.6,2004,221900,412100,5,3,Unfinished,Condominium,Residential,21,3098.729228,2.180043988,7608
10000604,"466 HODGSON BOULEVARD NW Edmonton, AB",HODGSON,pihêsiwin Ward,761000,Y,53.46110904,-113.5599271,439.128,254.1,2004,266350,494650,5,3,Finished,Single Family Home,Residential,21,2994.883904,1.728170012,9132
10000605,"468 HODGSON BOULEVARD NW Edmonton, AB",HODGSON,pihêsiwin Ward,632500,Y,53.4612377,-113.5598783,597.607,209.4,2006,221375,411125,5,3,Walkout,Single Family Home,Owner Occupied,19,3020.534862,2.853901624,7590
10000613,"399 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,582500,Y,53.60958708,-113.5531544,442.502,204.6,2002,203875,378625,4,2.5,Unfinished,Condominium,Residential,23,2847.018573,2.162766373,6990
10000614,"397 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,576000,Y,53.60958755,-113.5533387,446.314,209,2002,201600,374400,4,2.5,Unfinished,Single Family Home,Residential,23,2755.980861,2.135473684,6912
10000615,"394 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,530500,Y,53.60908631,-113.5533653,451.463,210.4,2003,185675,344825,4,2.5,Finished,Townhouse,Residential,22,2521.387833,2.145736692,6366
10000616,"396 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,469500,Y,53.60908599,-113.5531565,464.436,120.2,2002,164325,305175,4,2.5,Finished,Single Family Home,Owner Occupied,23,3905.990017,3.863860233,5634
10000617,"395 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,502500,Y,53.60958823,-113.553523,446.309,174.2,2002,175875,326625,4,2.5,None,Townhouse,Residential,23,2884.615385,2.562049369,6030
10000618,"392 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,562500,Y,53.60908705,-113.5535641,426.8,230.6,2003,196875,365625,4,2.5,Finished,Townhouse,Residential,22,2439.288812,1.850823938,6750
10000619,"393 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,540000,Y,53.60958892,-113.5537072,446.307,120.2,2003,189000,351000,4,2.5,Unfinished,Single Family Home,Owner Occupied,22,4492.512479,3.713036606,6480
10000620,"391 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,596500,Y,53.6095896,-113.5538915,446.303,196.9,2003,208775,387725,4,2.5,Finished,Single Family Home,Residential,22,3029.456577,2.266648045,7158
10000621,"389 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,542000,Y,53.60959029,-113.5540758,446.299,172.2,2003,189700,352300,4,2.5,Unfinished,Single Family Home,Owner Occupied,22,3147.502904,2.591747967,6504
10000622,"387 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,589500,Y,53.60959097,-113.5542601,446.296,205.9,2003,206325,383175,4,2.5,Finished,Single Family Home,Residential,22,2863.040311,2.16753764,7074
10000623,"385 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,496000,Y,53.60959165,-113.5544444,446.293,162.8,2003,173600,322400,4,2.5,Partially Finished,Single Family Home,Residential,22,3046.683047,2.741357494,5952
10000624,"383 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,531500,Y,53.60959234,-113.5546287,446.289,166.2,2003,186025,345475,4,2.5,Finished,Single Family Home,Owner Occupied,22,3197.954272,2.685252708,6378
10000625,"381 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,585500,Y,53.60959302,-113.554813,446.035,199.6,2002,204925,380575,4,2.5,Partially Finished,Single Family Home,Residential,23,2933.366733,2.234644289,7026
10000626,"379 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,588000,Y,53.60959509,-113.5550238,455.06,224.3,2003,205800,382200,4,2.5,Finished,Row Housing,Residential,22,2621.489077,2.028800713,7056
10000627,"377 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,542500,Y,53.60960699,-113.5552905,547.406,173.9,2003,189875,352625,4,2.5,None,Condominium,Rental Property,22,3119.608971,3.147820587,6510
10000628,"375 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,572500,Y,53.60958393,-113.5554985,801.715,126.4,2003,200375,372125,4,2.5,Partially Finished,Single Family Home,Residential,22,4529.272152,6.342681962,6870
10000629,"373 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,485000,Y,53.6094785,-113.5555469,548.131,173.2,2003,169750,315250,4,2.5,Finished,Single Family Home,Residential,22,2800.230947,3.164728637,5820
10000630,"371 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,479000,Y,53.60932237,-113.5555477,434.398,178.7,2003,167650,311350,4,2.5,Finished,Condominium,Residential,22,2680.470062,2.430878567,5748
10000631,"369 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,534000,Y,53.60919234,-113.5555371,401.295,194.3,2003,186900,347100,4,2.5,Partially Finished,Row Housing,Investment Property,22,2748.327329,2.065337108,6408
10000632,"367 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,465500,Y,53.60908848,-113.5555367,404.361,171.7,2003,162925,302575,4,2.5,Partially Finished,Single Family Home,Residential,22,2711.124054,2.355043681,5586
10000633,"365 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,532000,Y,53.6089846,-113.5555364,404.36,217.2,2003,186200,345800,4,2.5,Partially Finished,Condominium,Residential,22,2449.355433,1.861694291,6384
10000634,"363 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,488500,Y,53.60888073,-113.555536,404.36,183.4,2003,170975,317525,4,2.5,Finished,Condominium,Residential,22,2663.576881,2.204798255,5862
10000635,"361 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,483000,Y,53.60877685,-113.5555356,404.359,189.2,2003,169050,313950,4,2.5,None,Single Family Home,Residential,22,2552.854123,2.137204017,5796
10000636,"359 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,535000,Y,53.60867296,-113.5555353,404.358,199.4,2003,187250,347750,4,2.5,Partially Finished,Single Family Home,Residential,22,2683.049147,2.027873621,6420
10000637,"357 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,473500,Y,53.60856908,-113.5555349,404.166,174.7,2003,165725,307775,4,2.5,Partially Finished,Duplex,Residential,22,2710.360618,2.313485976,5682
10000638,"355 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,535500,Y,53.60843914,-113.5555362,432.508,216.3,2003,187425,348075,4,2.5,Unfinished,Single Family Home,Owner Occupied,22,2475.728155,1.999574665,6426
10000639,"378 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,477500,Y,53.60909171,-113.5548655,464.247,173.2,2003,167125,310375,4,2.5,Finished,Condominium,Residential,22,2756.928406,2.680409931,5730
10000640,"380 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,509000,Y,53.60909114,-113.5546699,426.789,189,2003,178150,330850,4,2.5,Unfinished,Single Family Home,Investment Property,22,2693.121693,2.258142857,6108
10000641,"382 CALDERON CRESCENT NW Edmonton, AB",CUMBERLAND,Anirniq Ward,461000,Y,53.60909049,-113.5544856,426.791,120.5,2003,161350,299650,4,2.5,Finished,Single Family Home,Residential,22,3825.726141,3.541834025,5532
